Query,Rank,Method_A,Method_A_letter,Method_B,Method_B_letter,Winner_Method
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,B,BERT,A,BERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,TF-IDF + GloVe,B,SBERT,A,SBERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF + GloVe,Y,SBERT,X,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,BERT,X,SBERT,Y,BERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,BERT,X,SBERT,Y,BERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,TF-IDF,X,BERT,Y,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF,X,BERT,Y,TF-IDF
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,TF-IDF,X,SBERT,Y,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",1,TF-IDF,A,SBERT,B,TF-IDF
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,TF-IDF + GloVe,Y,BERT,X,BERT
Deliverance,3,SBERT,B,BERT,A,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,SBERT,A,TF-IDF + GloVe,B,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
Transgression,5,TF-IDF + GloVe,B,BERT,A,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,BERT,A,SBERT,B,BERT
Transgression,5,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,BERT,A,TF-IDF,B,BERT
Transgression,5,BERT,A,TF-IDF,B,BERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,SBERT,Y,TF-IDF,X,TF-IDF
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
humlitity,1,SBERT,Y,BERT,X,BERT
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,SBERT,X,TF-IDF + GloVe,Y,SBERT
humlitity,1,BERT,Y,TF-IDF,X,TF-IDF
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF
humlitity,1,SBERT,Y,TF-IDF,X,TF-IDF
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,BERT,B,SBERT,A,SBERT
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF,X,BERT,Y,TF-IDF
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF,X,SBERT,Y,TF-IDF
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,TF-IDF + GloVe,B,SBERT,A,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,TF-IDF + GloVe,B,BERT,A,BERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,SBERT,X,BERT,Y,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,SBERT,A,TF-IDF + GloVe,B,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,BERT,A,TF-IDF,B,BERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",1,SBERT,A,TF-IDF,B,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,BERT,Y,SBERT,X,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,BERT,B,TF-IDF,A,TF-IDF
The Lord is my shepherd,5,TF-IDF + GloVe,Y,BERT,X,BERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,SBERT,B,TF-IDF,A,TF-IDF
The Lord is my shepherd,5,TF-IDF + GloVe,Y,SBERT,X,SBERT
The Lord is my shepherd,5,SBERT,B,BERT,A,SBERT
Harken unto my prayer,1,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
Harken unto my prayer,1,SBERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
The Lord is my shepherd,2,BERT,B,TF-IDF + GloVe,A,BERT
Harken unto my prayer,1,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
The Lord is my shepherd,2,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
Harken unto my prayer,1,BERT,A,SBERT,B,BERT
The Lord is my shepherd,2,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
Harken unto my prayer,1,TF-IDF,X,BERT,Y,TF-IDF
The Lord is my shepherd,2,BERT,B,SBERT,A,SBERT
Harken unto my prayer,1,TF-IDF,Y,SBERT,X,SBERT
The Lord is my shepherd,2,BERT,X,TF-IDF,Y,BERT
The Lord is my shepherd,2,SBERT,B,TF-IDF,A,TF-IDF
"Identify psalms that combine themes of suffering, injustice, and confusion about Godâ€™s presence, yet still conclude with declarations of hope, faith, or trust in divine deliverance",2,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
"Identify psalms that combine themes of suffering, injustice, and confusion about Godâ€™s presence, yet still conclude with declarations of hope, faith, or trust in divine deliverance",2,SBERT,X,TF-IDF + GloVe,Y,SBERT
thanksgiving,1,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Identify psalms that combine themes of suffering, injustice, and confusion about Godâ€™s presence, yet still conclude with declarations of hope, faith, or trust in divine deliverance",2,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
thanksgiving,1,SBERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"Identify psalms that combine themes of suffering, injustice, and confusion about Godâ€™s presence, yet still conclude with declarations of hope, faith, or trust in divine deliverance",2,SBERT,A,BERT,B,SBERT
thanksgiving,1,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF
"Identify psalms that combine themes of suffering, injustice, and confusion about Godâ€™s presence, yet still conclude with declarations of hope, faith, or trust in divine deliverance",2,TF-IDF,X,BERT,Y,TF-IDF
thanksgiving,1,SBERT,A,BERT,B,SBERT
"Identify psalms that combine themes of suffering, injustice, and confusion about Godâ€™s presence, yet still conclude with declarations of hope, faith, or trust in divine deliverance",2,SBERT,X,TF-IDF,Y,SBERT
thanksgiving,1,TF-IDF,B,BERT,A,TF-IDF
thanksgiving,1,TF-IDF,A,SBERT,B,SBERT
" O Lord, grant that I may meet all that this coming day brings to me with spiritual tranquility. Grant that I may fully surrender myself to Thy holy Will. At every hour of this day, direct and support me in all things.",3,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" O Lord, grant that I may meet all that this coming day brings to me with spiritual tranquility. Grant that I may fully surrender myself to Thy holy Will. At every hour of this day, direct and support me in all things.",3,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
mercy,3,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" O Lord, grant that I may meet all that this coming day brings to me with spiritual tranquility. Grant that I may fully surrender myself to Thy holy Will. At every hour of this day, direct and support me in all things.",3,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
mercy,3,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" O Lord, grant that I may meet all that this coming day brings to me with spiritual tranquility. Grant that I may fully surrender myself to Thy holy Will. At every hour of this day, direct and support me in all things.",3,BERT,X,SBERT,Y,BERT
mercy,3,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF + GloVe
mercy,3,BERT,A,SBERT,B,BERT
" O Lord, grant that I may meet all that this coming day brings to me with spiritual tranquility. Grant that I may fully surrender myself to Thy holy Will. At every hour of this day, direct and support me in all things.",3,BERT,B,TF-IDF,A,TF-IDF
mercy,3,TF-IDF,Y,BERT,X,BERT
" O Lord, grant that I may meet all that this coming day brings to me with spiritual tranquility. Grant that I may fully surrender myself to Thy holy Will. At every hour of this day, direct and support me in all things.",3,TF-IDF,X,SBERT,Y,TF-IDF
mercy,3,SBERT,X,TF-IDF,Y,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
Deliverance,2,SBERT,B,BERT,A,BERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,SBERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,TF-IDF,A,TF-IDF + GloVe,B,TF-IDF
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,SBERT,X,BERT,Y,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,BERT,B,TF-IDF,A,TF-IDF
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",3,SBERT,X,TF-IDF,Y,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,BERT,Y,SBERT,X,SBERT
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,BERT,X,TF-IDF,Y,BERT
The Lord is my shepherd,1,BERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"The Choir of the Saints have found the fountain of life and the door of pardice. May I also find the right way through repentence, I am a lost sheep. Call me, O Savior, and save me. ",4,SBERT,B,TF-IDF,A,TF-IDF
